datetime,season,temp,atemp,humidity,windspeed
2011/1/6 17:00,1,9.02,11.365,51,11.0014
2011/1/6 18:00,1,9.02,11.365,51,8.9981
2011/1/6 19:00,1,9.02,12.88,55,6.0032
2011/1/6 20:00,1,8.2,10.605,51,11.0014
2011/1/6 21:00,1,9.02,10.605,55,15.0013
2011/1/6 22:00,1,9.02,10.605,51,19.0012
2011/1/6 23:00,1,8.2,9.85,59,12.998
2011/1/7 0:00,1,8.2,9.85,64,12.998
2011/1/7 1:00,1,8.2,9.85,69,15.0013
2011/1/7 2:00,1,8.2,9.85,69,15.0013
2011/1/7 4:00,1,8.2,10.605,69,8.9981
2011/1/7 5:00,1,9.02,13.635,55,0
2011/1/7 6:00,1,8.2,12.88,69,0
2011/1/7 7:00,1,8.2,10.605,69,8.9981
2011/1/7 8:00,1,8.2,9.85,51,16.9979
2011/1/7 9:00,1,8.2,9.09,47,19.9995
2011/1/7 10:00,1,9.02,9.85,37,22.0028
2011/1/7 11:00,1,8.2,9.85,40,15.0013
2011/1/7 12:00,1,8.2,9.85,37,16.9979
2011/1/7 13:00,1,8.2,9.09,37,19.0012
2011/1/7 14:00,1,8.2,9.85,40,16.9979
2011/1/7 15:00,1,8.2,10.605,37,11.0014
2011/1/7 16:00,1,8.2,10.605,37,11.0014
2011/1/7 17:00,1,8.2,12.88,37,0
2011/1/7 18:00,1,8.2,11.365,40,6.0032
2011/1/7 19:00,1,6.56,9.85,55,6.0032
2011/1/7 20:00,1,7.38,10.605,47,7.0015
2011/1/7 21:00,1,7.38,9.85,47,8.9981
2011/1/7 22:00,1,7.38,9.85,43,11.0014
2011/1/7 23:00,1,7.38,9.85,51,11.0014
2011/1/8 0:00,1,7.38,9.85,51,11.0014
2011/1/8 1:00,1,7.38,10.605,55,6.0032
2011/1/8 2:00,1,7.38,12.12,55,0
2011/1/8 3:00,1,7.38,9.85,55,11.0014
2011/1/8 4:00,1,7.38,9.85,55,11.0014
2011/1/8 5:00,1,6.56,8.335,74,11.0014
2011/1/8 6:00,1,6.56,8.335,74,11.0014
2011/1/8 7:00,1,6.56,9.09,74,7.0015
2011/1/8 8:00,1,6.56,9.09,93,7.0015
2011/1/8 9:00,1,6.56,9.09,93,7.0015
2011/1/8 10:00,1,7.38,9.85,80,11.0014
2011/1/8 11:00,1,8.2,9.09,69,26.0027
2011/1/8 12:00,1,8.2,9.09,59,23.9994
2011/1/8 13:00,1,8.2,9.09,44,22.0028
2011/1/8 14:00,1,8.2,8.335,32,32.9975
2011/1/8 15:00,1,8.2,8.335,32,30.0026
2011/1/8 16:00,1,7.38,6.82,29,30.0026
2011/1/8 17:00,1,6.56,6.06,37,36.9974
2011/1/8 18:00,1,5.74,6.06,39,19.9995
2011/1/8 19:00,1,5.74,6.06,36,16.9979
2011/1/8 20:00,1,4.92,6.06,36,16.9979
2011/1/8 21:00,1,4.92,5.305,39,23.9994
2011/1/8 22:00,1,4.92,5.305,36,26.0027
2011/1/8 23:00,1,4.1,3.03,39,30.0026
2011/1/9 0:00,1,4.1,3.79,42,26.0027
2011/1/9 1:00,1,4.1,3.03,42,31.0009
2011/1/9 2:00,1,4.1,3.03,46,31.0009
2011/1/9 3:00,1,4.1,3.79,46,27.9993
2011/1/9 4:00,1,3.28,4.545,53,12.998
2011/1/9 5:00,1,3.28,4.545,53,12.998
2011/1/9 6:00,1,4.1,4.545,49,19.0012
2011/1/9 7:00,1,3.28,4.545,53,12.998
2011/1/9 8:00,1,4.1,4.545,49,19.0012
2011/1/9 9:00,1,4.92,3.79,46,35.0008
2011/1/9 10:00,1,5.74,5.305,43,26.0027
2011/1/9 11:00,1,6.56,6.06,40,35.0008
2011/1/9 12:00,1,7.38,6.82,37,30.0026
2011/1/9 13:00,1,8.2,8.335,34,30.0026
2011/1/9 14:00,1,9.02,9.09,32,31.0009
2011/1/9 15:00,1,9.02,9.85,35,23.9994
2011/1/9 16:00,1,8.2,8.335,34,30.0026
2011/1/9 17:00,1,7.38,7.575,37,26.0027
2011/1/9 18:00,1,6.56,6.82,40,22.0028
2011/1/9 19:00,1,6.56,6.82,43,22.0028
2011/1/9 20:00,1,5.74,6.06,46,16.9979
2011/1/9 21:00,1,5.74,5.305,46,27.9993
2011/1/9 22:00,1,5.74,6.06,46,19.9995
2011/1/9 23:00,1,4.92,6.82,50,12.998
2011/1/10 0:00,1,4.92,6.06,50,19.0012
2011/1/10 1:00,1,4.92,6.06,50,19.0012
2011/1/10 2:00,1,4.92,6.06,50,15.0013
2011/1/10 3:00,1,4.92,6.06,50,15.0013
2011/1/10 4:00,1,4.1,6.06,54,8.9981
2011/1/10 5:00,1,4.1,5.305,54,16.9979
2011/1/10 6:00,1,4.92,6.06,50,19.0012
2011/1/10 7:00,1,4.92,6.06,50,15.0013
2011/1/10 8:00,1,4.92,6.06,50,19.0012
2011/1/10 9:00,1,5.74,6.06,50,16.9979
2011/1/10 10:00,1,5.74,6.06,50,19.9995
2011/1/10 11:00,1,6.56,6.82,47,19.0012
2011/1/10 12:00,1,8.2,9.09,40,19.0012
2011/1/10 13:00,1,8.2,9.09,40,19.0012
2011/1/10 14:00,1,8.2,9.85,40,15.0013
2011/1/10 15:00,1,8.2,9.85,40,15.0013
2011/1/10 16:00,1,8.2,10.605,40,8.9981
2011/1/10 17:00,1,8.2,11.365,40,7.0015
2011/1/10 18:00,1,8.2,9.85,40,15.0013
2011/1/10 19:00,1,6.56,8.335,47,11.0014
2011/1/10 20:00,1,6.56,8.335,50,11.0014
2011/1/10 21:00,1,5.74,6.82,59,12.998
2011/1/10 22:00,1,5.74,7.575,59,11.0014
2011/1/10 23:00,1,5.74,7.575,59,11.0014
2011/1/11 0:00,1,5.74,8.335,59,7.0015
2011/1/11 1:00,1,5.74,7.575,59,11.0014
2011/1/11 2:00,1,6.56,7.575,55,12.998
2011/1/11 5:00,1,6.56,9.09,55,8.9981
2011/1/11 6:00,1,6.56,9.09,55,8.9981
2011/1/11 7:00,1,6.56,11.365,55,0
2011/1/11 8:00,1,7.38,10.605,51,6.0032
2011/1/11 9:00,1,7.38,9.85,51,11.0014
2011/1/11 10:00,1,8.2,10.605,51,11.0014
2011/1/11 11:00,1,8.2,10.605,47,8.9981
2011/1/11 12:00,1,8.2,11.365,51,7.0015
2011/1/11 13:00,1,8.2,11.365,59,6.0032
2011/1/11 14:00,1,8.2,11.365,59,6.0032
2011/1/11 15:00,1,6.56,9.85,80,6.0032
2011/1/11 16:00,1,6.56,7.575,86,15.0013
2011/1/11 17:00,1,6.56,7.575,86,15.0013
2011/1/11 18:00,1,6.56,9.09,93,7.0015
2011/1/11 19:00,1,6.56,11.365,93,0
2011/1/11 20:00,1,6.56,7.575,93,12.998
2011/1/11 21:00,1,6.56,9.85,86,6.0032
2011/1/11 22:00,1,6.56,9.09,93,7.0015
2011/1/11 23:00,1,6.56,9.85,93,6.0032
2011/1/12 0:00,1,6.56,9.85,86,6.0032
2011/1/12 1:00,1,6.56,9.09,86,7.0015
2011/1/12 2:00,1,5.74,7.575,86,8.9981
2011/1/12 5:00,1,5.74,7.575,86,11.0014
2011/1/12 6:00,1,4.92,7.575,93,8.9981
2011/1/12 7:00,1,5.74,7.575,69,8.9981
2011/1/12 8:00,1,6.56,8.335,59,11.0014
2011/1/12 9:00,1,6.56,6.82,59,22.0028
2011/1/12 10:00,1,7.38,9.09,55,15.0013
2011/1/12 11:00,1,8.2,9.09,51,26.0027
2011/1/12 12:00,1,8.2,7.575,47,39.0007
2011/1/12 13:00,1,9.02,9.85,44,23.9994
2011/1/12 14:00,1,8.2,9.09,47,22.0028
2011/1/12 15:00,1,8.2,8.335,47,27.9993
2011/1/12 16:00,1,9.02,9.85,44,22.0028
2011/1/12 17:00,1,8.2,9.09,47,23.9994
2011/1/12 18:00,1,8.2,7.575,47,35.0008
2011/1/12 19:00,1,7.38,7.575,47,27.9993
2011/1/12 20:00,1,6.56,6.82,50,22.0028
2011/1/12 21:00,1,6.56,6.82,55,22.0028
2011/1/12 22:00,1,6.56,6.06,55,30.0026
2011/1/12 23:00,1,5.74,5.305,59,27.9993
2011/1/13 0:00,1,5.74,6.06,59,19.0012
2011/1/13 1:00,1,5.74,6.06,50,19.0012
2011/1/13 2:00,1,5.74,6.06,50,23.9994
2011/1/13 3:00,1,5.74,6.06,50,22.0028
2011/1/13 4:00,1,5.74,6.06,50,16.9979
2011/1/13 5:00,1,5.74,6.06,50,19.9995
2011/1/13 6:00,1,4.92,7.575,54,8.9981
2011/1/13 7:00,1,4.92,7.575,54,8.9981
2011/1/13 8:00,1,5.74,6.82,50,12.998
2011/1/13 9:00,1,5.74,6.06,50,22.0028
2011/1/13 10:00,1,6.56,6.82,50,23.9994
2011/1/13 11:00,1,8.2,8.335,44,30.0026
2011/1/13 12:00,1,8.2,8.335,44,27.9993
2011/1/13 13:00,1,9.02,9.85,41,30.0026
2011/1/13 14:00,1,9.02,9.85,41,26.0027
2011/1/13 15:00,1,9.84,10.605,38,19.9995
2011/1/13 16:00,1,9.84,10.605,38,23.9994
2011/1/13 17:00,1,8.2,9.09,40,19.0012
2011/1/13 18:00,1,8.2,9.09,40,22.0028
2011/1/13 19:00,1,6.56,7.575,47,16.9979
2011/1/13 20:00,1,6.56,7.575,47,15.0013
2011/1/13 21:00,1,5.74,6.06,46,19.9995
2011/1/13 22:00,1,5.74,6.06,46,22.0028
2011/1/13 23:00,1,4.92,6.82,50,12.998
2011/1/14 0:00,1,4.92,6.82,50,12.998
2011/1/14 1:00,1,4.1,6.06,54,11.0014
2011/1/14 2:00,1,4.1,6.06,54,8.9981
2011/1/14 3:00,1,4.1,6.82,54,7.0015
2011/1/14 5:00,1,4.1,6.82,54,6.0032
2011/1/14 6:00,1,4.1,9.09,54,0
2011/1/14 7:00,1,4.1,6.06,74,11.0014
2011/1/14 8:00,1,4.92,8.335,68,0
2011/1/14 9:00,1,5.74,7.575,69,8.9981
2011/1/14 10:00,1,7.38,9.09,55,12.998
2011/1/14 11:00,1,7.38,8.335,51,19.0012
2011/1/14 12:00,1,8.2,9.85,44,16.9979
2011/1/14 13:00,1,9.02,9.85,37,26.0027
2011/1/14 14:00,1,9.02,10.605,41,19.0012
2011/1/14 15:00,1,9.84,12.12,38,11.0014
2011/1/14 16:00,1,9.02,12.12,41,7.0015
2011/1/14 17:00,1,9.02,11.365,41,11.0014
2011/1/14 18:00,1,8.2,12.88,47,0
2011/1/14 19:00,1,6.56,9.85,59,6.0032
2011/1/14 20:00,1,7.38,12.12,59,0
2011/1/14 21:00,1,6.56,11.365,69,0
2011/1/14 22:00,1,6.56,11.365,69,0
2011/1/14 23:00,1,7.38,12.12,55,0
2011/1/15 0:00,1,7.38,12.12,55,0
2011/1/15 1:00,1,6.56,9.85,59,6.0032
2011/1/15 2:00,1,6.56,9.85,59,6.0032
2011/1/15 3:00,1,6.56,11.365,59,0
2011/1/15 4:00,1,6.56,11.365,59,0
2011/1/15 5:00,1,6.56,11.365,59,0
2011/1/15 6:00,1,5.74,8.335,63,7.0015
2011/1/15 7:00,1,5.74,10.605,63,0
2011/1/15 8:00,1,5.74,7.575,63,8.9981
2011/1/15 9:00,1,6.56,9.09,64,8.9981
2011/1/15 10:00,1,7.38,9.85,59,11.0014
2011/1/15 11:00,1,8.2,9.85,55,15.0013
2011/1/15 12:00,1,9.84,11.365,48,15.0013
2011/1/15 13:00,1,11.48,12.88,38,19.9995
2011/1/15 14:00,1,12.3,14.395,39,19.0012
2011/1/15 15:00,1,13.12,15.91,36,12.998
2011/1/15 16:00,1,13.94,16.665,34,12.998
2011/1/15 17:00,1,13.12,15.15,36,19.0012
2011/1/15 18:00,1,12.3,14.395,45,16.9979
2011/1/15 19:00,1,13.12,15.15,39,16.9979
2011/1/15 20:00,1,13.12,15.15,39,16.9979
2011/1/15 21:00,1,13.12,15.15,39,15.0013
2011/1/15 22:00,1,12.3,15.91,42,7.0015
2011/1/15 23:00,1,12.3,14.395,45,19.0012
2011/1/16 0:00,1,10.66,15.15,56,0
2011/1/16 1:00,1,10.66,13.635,56,8.9981
2011/1/16 2:00,1,10.66,14.395,56,6.0032
2011/1/16 3:00,1,9.02,13.635,69,0
2011/1/16 4:00,1,10.66,12.88,56,11.0014
2011/1/16 5:00,1,10.66,12.88,56,11.0014
2011/1/16 6:00,1,10.66,12.88,56,11.0014
2011/1/16 7:00,1,9.84,10.605,56,19.9995
2011/1/16 8:00,1,9.02,10.605,55,19.0012
2011/1/16 9:00,1,9.02,10.605,51,16.9979
2011/1/16 10:00,1,9.02,10.605,51,19.0012
2011/1/16 11:00,1,9.84,11.365,44,16.9979
2011/1/16 12:00,1,9.84,10.605,41,19.0012
2011/1/16 13:00,1,10.66,11.365,35,19.9995
2011/1/16 14:00,1,11.48,13.635,36,16.9979
2011/1/16 15:00,1,10.66,12.12,38,16.9979
2011/1/16 16:00,1,9.84,11.365,38,15.0013
2011/1/16 17:00,1,9.02,10.605,37,16.9979
2011/1/16 18:00,1,8.2,10.605,40,11.0014
2011/1/16 19:00,1,7.38,9.85,47,8.9981
2011/1/16 20:00,1,7.38,9.85,47,11.0014
2011/1/16 21:00,1,7.38,9.85,51,11.0014
2011/1/16 22:00,1,8.2,10.605,49,8.9981
2011/1/16 23:00,1,8.2,11.365,40,7.0015
2011/1/17 0:00,1,8.2,9.85,47,15.0013
2011/1/17 1:00,1,8.2,9.85,44,12.998
2011/1/17 2:00,1,7.38,8.335,43,16.9979
2011/1/17 3:00,1,7.38,9.09,43,12.998
2011/1/17 4:00,1,7.38,9.85,43,8.9981
2011/1/17 5:00,1,7.38,9.85,43,11.0014
2011/1/17 6:00,1,7.38,9.09,43,12.998
2011/1/17 7:00,1,6.56,9.09,50,8.9981
2011/1/17 8:00,1,6.56,7.575,47,15.0013
2011/1/17 9:00,1,6.56,7.575,47,15.0013
2011/1/17 10:00,1,6.56,7.575,50,16.9979
2011/1/17 11:00,1,6.56,7.575,55,12.998
2011/1/17 12:00,1,7.38,9.85,47,8.9981
2011/1/17 13:00,1,7.38,9.85,47,8.9981
2011/1/17 14:00,1,7.38,10.605,43,7.0015
2011/1/17 15:00,1,8.2,10.605,47,11.0014
2011/1/17 16:00,1,8.2,10.605,47,11.0014
2011/1/17 17:00,1,8.2,9.85,51,12.998
2011/1/17 18:00,1,7.38,8.335,55,16.9979
2011/1/17 19:00,1,7.38,9.09,59,12.998
2011/1/17 20:00,1,6.56,7.575,80,12.998
2011/1/17 21:00,1,6.56,7.575,80,12.998
2011/1/17 22:00,1,5.74,6.06,93,16.9979
2011/1/17 23:00,1,6.56,6.82,86,19.0012
2011/1/18 12:00,1,8.2,9.09,86,22.0028
2011/1/18 13:00,1,8.2,9.85,86,15.0013
2011/1/18 14:00,1,9.02,11.365,80,11.0014
2011/1/18 15:00,1,9.02,11.365,87,11.0014
2011/1/18 16:00,1,9.02,11.365,87,12.998
2011/1/18 17:00,1,9.02,11.365,82,12.998
2011/1/18 18:00,1,9.02,11.365,80,11.0014
2011/1/18 19:00,1,9.02,11.365,80,8.9981
2011/1/18 20:00,1,9.02,13.635,87,0
2011/1/18 21:00,1,9.02,12.12,93,7.0015
2011/1/18 22:00,1,9.02,12.88,93,6.0032
2011/1/18 23:00,1,9.02,13.635,93,0
2011/1/19 0:00,1,9.02,13.635,93,0
2011/1/19 1:00,1,9.02,11.365,93,8.9981
2011/1/19 2:00,1,9.02,11.365,93,8.9981
2011/1/19 4:00,1,9.02,11.365,93,8.9981
2011/1/19 5:00,1,9.02,12.88,93,6.0032
2011/1/19 6:00,1,9.02,12.88,93,6.0032
2011/1/19 7:00,1,9.84,12.88,92,7.0015
2011/1/19 8:00,1,9.84,12.88,93,7.0015
2011/1/19 9:00,1,9.84,12.88,93,7.0015
2011/1/19 10:00,1,10.66,13.635,93,8.9981
2011/1/19 11:00,1,11.48,15.15,87,6.0032
2011/1/19 12:00,1,12.3,15.91,81,6.0032
2011/1/19 13:00,1,16.4,20.455,62,19.0012
2011/1/19 14:00,1,16.4,20.455,58,16.9979
2011/1/19 15:00,1,16.4,20.455,54,19.0012
2011/1/19 16:00,1,15.58,19.695,58,26.0027
2011/1/19 17:00,1,14.76,16.665,57,22.0028
2011/1/19 18:00,1,13.94,15.91,61,19.0012
2011/1/19 19:00,1,13.12,14.395,57,27.9993
2011/1/19 20:00,1,13.12,15.15,49,19.9995
2011/1/19 21:00,1,13.12,14.395,49,27.9993
2011/1/19 22:00,1,12.3,15.15,52,11.0014
2011/1/19 23:00,1,12.3,13.635,52,31.0009
2011/2/1 0:00,1,6.56,9.09,64,7.0015
2011/2/1 1:00,1,6.56,9.09,69,7.0015
2011/2/1 2:00,1,6.56,11.365,69,0
2011/2/1 3:00,1,6.56,11.365,69,0
2011/2/1 5:00,1,5.74,10.605,93,0
2011/2/1 6:00,1,5.74,10.605,93,0
2011/2/1 7:00,1,6.56,11.365,93,0
2011/2/1 8:00,1,6.56,11.365,93,0
2011/2/1 9:00,1,6.56,11.365,93,0
2011/2/1 10:00,1,6.56,11.365,93,0
2011/2/1 11:00,1,7.38,12.12,86,0
2011/2/1 12:00,1,8.2,12.88,86,0
2011/2/1 13:00,1,8.2,12.88,86,0
2011/2/1 14:00,1,9.02,12.88,80,6.0032
2011/2/1 15:00,1,9.84,14.395,75,0
2011/2/1 16:00,1,9.84,12.12,75,8.9981
2011/2/1 17:00,1,9.84,14.395,75,0
2011/2/1 18:00,1,9.84,12.88,81,7.0015
2011/2/1 19:00,1,9.84,12.12,81,8.9981
2011/2/1 20:00,1,9.02,11.365,87,8.9981
2011/2/1 21:00,1,9.02,11.365,87,8.9981
2011/2/1 22:00,1,9.02,12.88,87,6.0032
2011/2/1 23:00,1,8.2,9.85,93,12.998
2011/2/2 0:00,1,9.02,12.12,93,7.0015
2011/2/2 1:00,1,9.02,11.365,93,12.998
2011/2/2 2:00,1,9.02,11.365,93,8.9981
2011/2/2 3:00,1,9.02,11.365,93,8.9981
2011/2/2 4:00,1,9.02,10.605,93,19.0012
2011/2/2 5:00,1,9.02,12.12,93,7.0015
2011/2/2 6:00,1,9.02,12.12,93,7.0015
2011/2/2 7:00,1,9.02,10.605,93,15.0013
2011/2/2 8:00,1,9.02,10.605,93,15.0013
2011/2/2 9:00,1,9.84,12.88,93,6.0032
2011/2/2 10:00,1,9.02,13.635,100,0
2011/2/2 11:00,1,9.84,11.365,93,12.998
2011/2/2 12:00,1,9.84,11.365,93,15.0013
2011/2/2 13:00,1,13.94,16.665,93,11.0014
2011/2/2 14:00,1,15.58,19.695,82,26.0027
2011/2/2 15:00,1,15.58,19.695,76,22.0028
2011/2/2 16:00,1,14.76,16.665,71,19.9995
2011/2/2 17:00,1,14.76,15.91,53,35.0008
2011/2/2 18:00,1,13.94,14.395,42,36.9974
2011/2/2 19:00,1,11.48,12.12,45,32.9975
2011/2/2 20:00,1,9.84,9.85,48,36.9974
2011/2/2 21:00,1,9.02,9.85,47,22.0028
2011/2/2 22:00,1,9.02,10.605,44,16.9979
2011/2/2 23:00,1,8.2,8.335,44,30.0026
2011/2/3 0:00,1,8.2,8.335,40,30.0026
2011/2/3 1:00,1,8.2,7.575,44,35.0008
2011/2/3 2:00,1,7.38,8.335,43,16.9979
2011/2/3 3:00,1,7.38,8.335,43,16.9979
2011/2/3 5:00,1,6.56,6.82,50,19.9995
2011/2/3 6:00,1,6.56,6.82,43,23.9994
2011/2/3 7:00,1,5.74,6.06,50,22.0028
2011/2/3 8:00,1,5.74,6.06,50,23.9994
2011/2/3 9:00,1,6.56,6.82,47,19.9995
2011/2/3 10:00,1,7.38,7.575,43,22.0028
2011/2/3 11:00,1,7.38,6.82,43,30.0026
2011/2/3 12:00,1,8.2,9.09,40,23.9994
2011/2/3 13:00,1,8.2,8.335,40,27.9993
2011/2/3 14:00,1,9.02,9.85,37,26.0027
2011/2/3 15:00,1,9.02,9.85,37,22.0028
2011/2/3 16:00,1,9.02,10.605,37,16.9979
2011/2/3 17:00,1,8.2,9.85,40,12.998
2011/2/3 18:00,1,8.2,10.605,40,11.0014
2011/2/3 19:00,1,8.2,12.88,40,0
2011/2/3 20:00,1,8.2,11.365,47,6.0032
2011/2/3 21:00,1,7.38,10.605,55,7.0015
2011/2/3 22:00,1,7.38,10.605,51,6.0032
2011/2/3 23:00,1,8.2,11.365,47,7.0015
2011/2/4 0:00,1,8.2,12.88,44,0
2011/2/4 1:00,1,6.56,11.365,59,0
2011/2/4 2:00,1,5.74,8.335,63,7.0015
2011/2/4 3:00,1,5.74,8.335,63,7.0015
2011/2/4 5:00,1,5.74,7.575,63,8.9981
